Bromide Time,Bromide
0,0
20,0
41,0.185239132
61,0.549976867
80,0.788508662
100,0.905718251
120,0.931936186
140,0.949671847
161,0.98154463
201,0.990283942
218,1.001336601
248,1.010332951
278,0.988227633
318,0.936048803
368,1.007762565
413,0.985914286
473,0.990540981
543,0.985914286
617,0.979231283
720,0.966379355
