Time,Bromide
0,0
2,0
10,0
21,0
32,0
41,0
50,0.05980226
60,0.159046887
70,0.615628604
80,0.90692049
100,0.955057381
122,1.005048349
140,1.005602187
160,1.028786519
180,1.079163702
212,1.014394735
241,1.050133339
272,0.970989373
301,1.030064585
332,1.019369559
361,0.988865332
390,0.999102183
420,0.99764451
480,1.008943595
540,1.032400633
609,1.033725119
