Time,Bromide
1,0
11,0
21,0
31,0
41,0
52,0
61,0.317781246
71,0.692748459
81,0.956795654
102,0.942857236
122,0.900352288
142,0.89312936
161,0.995254415
184,0.948633539
212,0.975046913
241,0.959889681
270,1.020513725
303,0.990895012
332,1.011154241
361,0.995064136
391,1.037269675
419,1.032299738
478,1.011117317
540,1.001527403
602,1.011370641
